Unnamed: 0,state_code,latitude,longitude,id,Unnamed: 6,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status,state_reduced,founded_year,startup_age
274,CA,37.3821368,-121.970505,c:17620,0,2003-01-01,0,2005-12-01,2007-09-25,2.9178,4.7342,0.0,0.0,1,2,30000000,0,1,0,0,0,0,0,0,1,1,0,0,2.5,1,1,CA,2003,20
763,CA,37.433646,-121.886704,c:43873,Milpitas CA 95035-6261,2003-01-01,2012-07-07 00:00:00,2007-01-05,2007-01-05,4.0137,4.0137,0.0,0.0,0,1,7000000,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0,0,CA,2003,20
695,CA,37.45604,-122.165399,c:3986,0,2006-01-01,0,2006-05-31,2006-05-31,0.411,0.411,0.0,2.5342,10,1,6100000,2,1,0,0,0,0,0,0,0,1,0,0,4.0,1,1,CA,2006,17
973,CA,32.721834,-117.161797,c:61592,San Diego CA 92101,2010-10-01,2013-08-08 00:00:00,2011-04-13,2012-09-01,0.5315,1.9205,2.2548,2.9781,12,3,2100000,2,1,0,0,0,0,1,1,0,0,0,0,4.0,1,0,CA,2010,13
618,CA,37.779281,-122.419236,c:35236,San Francisco CA 94103,2009-09-09,0,2009-11-01,2010-03-11,0.1452,0.5014,0.4959,3.011,10,2,2565000,3,1,0,0,0,0,0,1,1,0,0,0,3.5,1,1,CA,2009,14
574,CA,37.584103000000006,-122.366082,c:31968,Burlingame CA 94010,1997-01-01,2012-08-03 00:00:00,2007-10-03,2007-10-03,10.7589,10.7589,0.0,0.0,0,1,2000000,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0,CA,1997,26
483,NC,35.76524000000001,-78.731161,c:27620,0,2003-01-01,0,2005-07-26,2008-09-08,2.5671,5.6904,2.0027,2.0027,3,3,22400000,1,0,0,0,0,1,1,0,0,1,1,0,3.6667,1,1,other,2003,20
1151,NY,40.740441,-73.993376,c:9816,0,2005-06-01,0,2006-07-01,2006-07-01,1.0822,1.0822,6.0027,6.0027,12,1,6250000,1,0,1,0,0,0,0,0,1,0,0,0,1.0,0,1,NY,2005,18
881,NY,40.750519,-73.993494,c:52566,New York NY 10001,2010-02-01,0,2011-11-01,2011-11-01,1.7479,1.7479,1.0,2.1096,4,1,575000,2,0,1,0,0,0,0,1,0,0,0,0,6.0,0,1,NY,2010,13
841,MA,42.387597,-71.099497,c:49236,Somerville MA 2143,2009-08-01,2012-01-01 00:00:00,2009-08-01,2010-03-01,0.0,0.5808,0.0,0.0,1,2,53000,1,0,0,1,0,0,0,1,0,0,0,0,1.0,1,0,MA,2009,14
370,CA,37.522281,-122.258139,c:2234,0,2006-01-01,0,2006-12-01,2008-10-10,0.9151,2.7753,3.0027,3.6466,6,2,9500000,2,1,0,0,0,0,0,0,1,1,0,0,2.5,1,1,CA,2006,17
615,TX,40.694599,-73.990638,c:3505,0,2009-10-01,2013-06-01 00:00:00,2009-01-01,2010-07-27,-0.7479,0.8192,-1.7507,0.2521,7,2,3500000,2,0,0,0,1,0,0,1,1,0,0,0,1.0,1,0,TX,2009,14
925,NY,40.729839,-73.991781,c:56989,New York NY 10003,2009-10-01,0,2010-07-10,2011-03-31,0.7726,1.4959,-0.5863,3.7534,14,3,10500000,3,0,1,0,0,0,1,0,1,0,0,0,6.3333,1,1,NY,2009,14
506,CA,37.54827,-121.988572,c:28482,Fremont CA 94538,2008-01-01,0,2008-10-03,2012-05-30,0.7562,4.4137,2.7836,4.0027,14,4,34250000,2,1,0,0,0,0,1,0,1,1,1,0,2.25,1,1,CA,2008,15
704,MA,42.37564,-71.2358,c:40324,Waltham MA 2451,2006-01-01,0,2006-09-06,2010-07-20,0.6795,4.5507,0.0,0.0,2,5,85381111,0,0,0,1,0,0,0,0,1,1,1,0,4.6667,1,1,MA,2006,17
179,MD,39.436844,-76.61870400000002,c:1595,Timonium MD 21093,2000-01-01,0,2006-03-01,2007-12-01,6.1671,7.9205,8.0055,11.2548,6,3,100000000,3,0,0,0,0,1,1,0,1,0,0,0,2.5,1,1,other,2000,23
550,PA,40.441694,-79.990086,c:31294,Pittsburgh PA 15213,2009-01-04,2013-06-01 00:00:00,2008-01-01,2010-07-01,-1.011,1.4877,0.4055,1.3205,3,2,125000,2,0,0,0,0,1,1,1,0,0,0,0,1.0,1,0,other,2009,14
764,VA,38.958402,-77.357974,c:43875,Reston VA 20191,2003-01-01,2008-05-01 00:00:00,2005-04-26,2007-03-27,2.3178,4.2356,-0.3342,-0.3342,2,2,10600000,1,0,0,0,0,1,1,0,0,1,0,0,3.0,1,0,other,2003,20
218,CA,37.554214,-121.977451,c:16562,0,2004-01-01,0,2006-06-02,2009-06-08,2.4192,5.4384,2.0027,2.0027,2,3,26100000,1,1,0,0,0,0,1,0,0,1,0,0,3.5,1,1,CA,2004,19
299,NY,40.762674,-73.9821315,c:18075,0,2000-01-01,0,2007-07-12,2007-07-12,7.5315,7.5315,10.7342,10.7342,2,1,30000000,1,0,1,0,0,0,1,0,0,0,0,0,5.0,1,1,NY,2000,23
1114,IL,41.875555,-87.624421,c:86120,Chicago IL 60606,2010-09-24,2012-04-03 00:00:00,2011-10-15,2012-07-01,1.0575,1.7699,1.0301,1.1123,6,3,132885,2,0,0,0,0,1,0,1,0,0,0,0,1.0,1,0,other,2010,13
58,CA,37.55911,-122.303493,c:12173,0,2006-10-01,0,2007-05-08,2010-12-21,0.6,4.2247,-0.7479,4.4767,9,3,9500000,2,1,0,0,0,0,0,0,1,1,1,0,2.0,1,1,CA,2006,17
782,CA,37.440682,-122.123103,c:44650,Palo Alto CA 94303,2000-01-01,0,2006-02-13,2006-02-13,6.1233,6.1233,6.0055,6.0055,9,1,18000000,1,1,0,0,0,0,1,0,0,0,0,0,7.0,1,1,CA,2000,23
1020,OH,39.099909,-84.504243,c:70021,Cincinnati OH 45202,2010-02-01,2012-01-01 00:00:00,2011-12-02,2011-12-02,1.8329,1.8329,1.7479,1.7479,4,1,690000,1,0,0,0,0,1,0,1,0,0,0,0,3.0,1,0,other,2010,13
280,GA,33.749099,-84.390185,c:17660,Atlanta GA 30305,2001-01-01,0,2006-03-01,2007-01-02,5.1644,6.0055,0.0,0.0,1,3,25131611,0,0,0,0,0,1,1,0,0,1,0,0,1.0,1,1,other,2001,22
873,CA,37.404788,-121.940842,c:51745,San Jose CA 95134,2007-01-01,2013-07-01 00:00:00,2010-07-12,2010-07-12,3.5288,3.5288,0.0,0.0,1,1,2000000,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1,0,CA,2007,16
430,MA,42.3634664,-71.07866379999999,c:25324,0,2004-01-01,0,2005-08-01,2010-08-23,1.5836,6.6466,5.0055,7.0877,4,3,78750000,2,0,0,1,0,0,0,0,1,1,0,0,3.5,1,1,MA,2004,19
1065,CA,37.551441,-122.291435,c:77,0,2006-11-01,0,2007-02-01,2011-03-28,0.2521,4.4055,3.3151,6.7918,27,5,48500000,3,1,0,0,0,0,1,1,1,1,1,0,2.5,1,1,CA,2006,17
312,CA,37.77951820000001,-122.3902619,c:1895,0,2005-01-01,2013-08-20 00:00:00,2005-07-29,2005-07-29,0.5726,0.5726,5.1671,8.0082,12,1,15000000,2,1,0,0,0,0,0,0,1,0,0,0,3.0,0,0,CA,2005,18
220,CA,37.31665260000001,-122.05074,c:16593,0,2007-01-01,0,2007-12-10,2012-04-25,0.9397,5.3178,0.0,0.0,13,5,74000000,0,1,0,0,0,0,1,0,0,1,1,0,5.3333,1,1,CA,2007,16
206,CA,37.783171,-122.392901,c:16289,0,2005-01-01,0,2005-10-01,2007-05-02,0.7479,2.3315,2.0,2.0,6,2,15000000,1,1,0,0,0,0,0,0,1,1,0,0,3.0,1,1,CA,2005,18
928,NY,37.09024,-95.712891,c:575,0,2004-01-01,2009-03-20 00:00:00,2006-01-01,2007-12-01,2.0027,3.9178,3.0027,5.2192,8,3,45000000,3,0,1,0,0,0,0,0,1,0,0,0,1.0,0,0,NY,2004,19
158,CA,37.400367,-121.985711,c:15562,0,2006-06-01,0,2008-05-01,2008-05-01,1.9178,1.9178,2.0027,2.0027,4,1,4410000,1,1,0,0,0,0,0,0,1,0,0,0,1.0,1,1,CA,2006,17
979,VA,39.001619,-77.403201,c:62432,Sterling VA 20166,2010-01-01,0,2010-01-01,2010-11-24,0.0,0.8959,2.0,2.6767,9,2,4500000,2,0,0,0,0,1,0,0,1,1,0,0,2.0,1,1,other,2010,13
1085,CA,37.788653,-122.401333,c:8100,0,2007-01-01,0,2008-09-02,2010-10-14,1.6712,3.7863,4.6685,5.6849,11,3,11040000,2,1,0,0,0,0,0,0,1,1,1,0,2.5,1,1,CA,2007,16
977,CA,37.779281,-122.419236,c:62262,San Francisco CA 94107,2009-01-01,0,2010-11-19,2010-11-19,1.8822,1.8822,1.3288,2.9479,6,1,1600000,2,1,0,0,0,0,0,0,1,0,0,0,3.0,1,1,CA,2009,14
639,NY,40.73901,-73.997259,c:3686,New York NY 10011,2002-01-01,0,2005-06-01,2005-11-15,3.4164,3.874,7.7534,7.7534,3,2,9000000,1,0,1,0,0,0,1,0,0,1,0,0,4.0,1,1,NY,2002,21
1092,CA,37.548418700000006,-122.3151646,c:82805,0,2010-04-01,0,2011-07-21,2012-11-23,1.3041,2.6493,0.0,3.6767,4,3,3282327,2,1,0,0,0,0,1,0,0,0,0,0,2.0,1,1,CA,2010,13
327,CA,37.55818,-122.276454,c:196,0,2002-01-01,0,2006-03-01,2006-03-01,4.1644,4.1644,5.5836,11.3918,5,2,24700000,5,1,0,0,0,0,0,0,1,1,0,0,4.0,1,1,CA,2002,21
494,GA,33.774486,-84.385448,c:28114,0,2002-01-01,2010-09-20 00:00:00,2007-09-12,2008-11-19,5.6986,6.8877,0.0,0.0,2,2,8800000,0,0,0,0,0,1,1,0,1,0,0,0,1.0,1,0,other,2002,21
87,CA,34.03423370000001,-118.4536137,c:13277,0,2007-09-01,2010-11-22 00:00:00,2008-11-06,2008-11-06,1.1836,1.1836,0.9178,0.9178,1,1,1700000,1,1,0,0,0,0,0,0,1,0,0,0,1.0,0,0,CA,2007,16
985,CA,37.835676,-122.263548,c:63217,Oakland CA 94609,2010-06-01,2013-05-01 00:00:00,2010-08-31,2010-08-31,0.2493,0.2493,0.0,0.7781,1,1,20000,2,1,0,0,0,0,0,1,0,0,0,0,1.0,0,0,CA,2010,13
432,CA,37.5541073,-121.9756765,c:2534,0,2005-01-01,0,2008-02-08,2009-12-02,3.1041,4.9205,5.0027,8.3534,10,2,11500000,5,1,0,0,0,0,0,0,1,1,0,0,2.5,1,1,CA,2005,18
882,CA,38.279431,-122.668452,c:5264,0,2001-01-01,2012-10-01 00:00:00,2003-04-23,2010-06-03,2.3068,9.4247,4.4986,11.4164,12,7,98170000,3,1,0,0,0,0,1,0,0,1,1,1,5.2,1,0,CA,2001,22
937,CA,37.7824533,-122.3879489,c:58512,0,2010-01-01,0,2011-03-23,2011-03-23,1.2219,1.2219,0.7479,2.6849,2,1,1350000,3,1,0,0,0,0,0,1,0,0,0,0,10.0,1,1,CA,2010,13
77,IL,41.8851542,-87.62231829999998,c:12957,0,2005-11-01,0,2010-07-16,2010-07-16,4.7068,4.7068,2.989,6.863,17,1,940261,2,0,0,0,0,1,0,0,1,0,0,0,1.0,1,1,other,2005,18
608,MA,42.360253,-71.058291,c:34499,Boston MA 2109,2007-06-04,0,2009-02-01,2011-02-03,1.6658,3.6712,3.6658,3.6712,12,2,4000000,3,0,0,1,0,0,0,1,1,0,0,0,3.0,1,1,MA,2007,16
601,CA,37.36883,-122.03635,c:34028,Sunnyvale CA 94085,2008-01-01,2012-12-06 00:00:00,2009-12-15,2009-12-15,1.9562,1.9562,1.0027,1.0027,5,1,5000000,1,1,0,0,0,0,0,0,1,0,0,0,1.0,0,0,CA,2008,15
392,VA,38.881717,-77.089398,c:23335,0,2009-04-17,2012-03-06 00:00:00,2009-04-18,2009-04-18,0.0027,0.0027,0.5836,0.5836,3,1,20000,1,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,other,2009,14
535,WA,47.60732,-122.335746,c:30526,0,2002-01-01,0,2006-01-11,2006-01-11,4.0301,4.0301,3.0027,3.0027,5,1,12500000,1,0,0,0,0,1,0,0,0,1,0,0,3.0,1,1,WA,2002,21
736,CO,39.568064,-104.977831,c:42519,Centennial CO 80112,2009-01-01,2013-03-01 00:00:00,2010-05-05,2013-08-27,1.3397,4.6548,1.3589,1.3753,0,5,7228704,2,0,0,0,0,1,1,0,1,0,0,0,2.0,1,0,other,2009,14
836,IL,41.940611,-87.835972,c:48376,Chicago IL 60631,2006-01-01,2013-06-01 00:00:00,2010-05-20,2011-12-15,4.3836,5.9562,5.4986,5.4986,5,2,55000000,1,0,0,0,0,1,1,0,0,1,0,0,4.0,1,0,other,2006,17
165,CA,37.560155,-122.285588,c:15693,0,2004-01-01,0,2006-01-23,2010-08-11,2.063,6.6137,0.0,0.0,5,4,15180000,0,1,0,0,0,0,1,0,1,0,1,0,1.0,1,1,CA,2004,19
828,CA,37.404788,-121.940842,c:47587,San Jose CA 95134,2008-01-01,2012-01-01 00:00:00,2010-05-07,2011-06-06,2.3479,3.4301,2.3562,4.0027,4,2,30000000,2,1,0,0,0,0,0,0,1,1,0,0,2.5,1,0,CA,2008,15
227,TX,30.268236,-97.740651,c:1669,0,2006-01-01,0,2008-07-10,2008-09-01,2.5233,2.6685,3.0027,4.4247,11,2,14500000,3,0,0,0,1,0,0,0,1,1,0,0,1.5,1,1,TX,2006,17
725,CA,37.758229,-122.439512,c:421,0,2009-01-01,0,2011-01-26,2011-01-26,2.0685,2.0685,2.5808,4.3671,6,1,6500000,3,1,0,0,0,0,1,0,0,0,0,0,3.0,1,1,CA,2009,14
159,TN,35.149021999999995,-90.05162800000002,c:155621,Memphis TN 38103-4717,2012-01-29,2013-06-01 00:00:00,2012-01-29,2012-01-29,0.0,0.0,0.0,0.0,2,1,15000,1,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,other,2012,11
709,NY,40.730646,-73.986614,c:40782,New York NY 10013,2009-07-01,0,2010-03-24,2013-02-06,0.7288,3.6055,1.589,4.1041,5,5,4705910,3,0,1,0,0,0,1,1,0,0,0,0,3.0,1,1,NY,2009,14
868,CA,37.5783263,-122.3485679,c:51306,0,2008-01-01,0,2010-10-21,2010-10-21,2.8055,2.8055,3.0027,4.6493,6,1,3000000,2,1,0,0,0,0,1,0,0,0,0,0,1.0,1,1,CA,2008,15
30,NY,40.743808,-73.983626,c:1088,0,2007-02-01,0,2007-10-31,2012-01-01,0.7452,4.9178,3.0438,6.8411,30,6,125250000,5,0,1,0,0,0,1,0,1,1,1,1,3.5,1,1,NY,2007,16
609,NY,40.730646,-73.986614,c:34522,New York NY 10013,2008-01-01,2013-05-01 00:00:00,2008-05-01,2012-01-01,0.3315,4.0027,2.3644,3.6685,8,4,1449998,3,0,1,0,0,0,1,1,0,0,0,0,1.0,1,0,NY,2008,15
1102,MA,42.3751,-71.105616,c:83692,Cambridge MA 2139,2011-02-01,0,2011-10-13,2012-04-10,0.6959,1.189,0.6629999999999999,2.6247,5,2,6000000,3,0,0,1,0,0,0,1,1,0,0,0,6.0,1,1,MA,2011,12
760,MN,45.006515,-93.46651,c:43831,Plymouth MN 55441,2005-01-01,0,2007-01-23,2011-03-25,2.0603,6.2301,0.0,0.0,7,3,28200000,0,0,0,0,0,1,1,0,0,1,1,0,3.0,1,1,other,2005,18
502,CA,37.777741,-122.412198,c:28428,0,2005-08-01,0,2008-09-23,2010-06-17,3.1479,4.8795,5.0027,5.0027,5,2,14000000,1,1,0,0,0,0,1,0,1,0,0,0,2.0,1,1,CA,2005,18
295,TX,30.35504,-97.801083,c:17974,0,2007-07-01,2009-01-01 00:00:00,2009-01-28,2009-01-28,1.5808,1.5808,2.2521,2.5342,14,1,3000000,2,0,0,0,1,0,0,0,1,0,0,0,1.0,0,0,TX,2007,16
1087,WA,39.78373,-100.445882,c:81475,Seattle WA 98104,2010-01-01,2013-07-01 00:00:00,2011-07-08,2011-10-07,1.5151,1.7644,0.7479,0.7479,6,2,2238055,1,0,0,0,0,1,1,1,0,0,0,0,1.0,1,0,WA,2010,13
1060,CA,37.779281,-122.419236,c:76543,San Francisco CA 94108,2010-09-01,2013-06-01 00:00:00,2011-05-19,2012-12-13,0.7123,2.2849,1.9507,2.2822,5,2,5200000,2,1,0,0,0,0,1,0,1,0,0,0,1.0,1,0,CA,2010,13
1105,PA,40.0708709,-75.302716,c:84161,0,2010-01-01,0,2013-08-19,2013-08-19,3.6329,3.6329,1.1479,3.7781,4,1,75000000,4,0,0,0,0,1,1,0,0,0,0,0,1.0,0,1,other,2010,13
1084,MA,42.296111,-71.238524,c:810,0,2006-09-01,2012-02-02 00:00:00,2007-01-29,2010-08-20,0.411,3.9699,4.2521,5.7671,13,4,24500000,4,0,0,1,0,0,0,0,1,1,1,0,2.5,1,0,MA,2006,17
215,CA,33.63776,-117.855989,c:16488,0,2002-01-01,2012-10-01 00:00:00,2006-11-27,2010-02-05,4.9068,8.1014,0.0,0.0,3,3,4476171,0,1,0,0,0,0,1,0,1,0,0,0,2.0,1,0,CA,2002,21
35,TX,30.2729209,-97.7443863,c:11042,0,2007-08-28,0,2008-02-27,2010-01-28,0.5014,2.4219,2.8192,5.8849,21,3,10400001,3,0,0,0,1,0,0,0,1,1,0,0,6.0,1,1,TX,2007,16
276,CO,40.138979,-105.124465,c:17633,0,2002-01-01,0,2006-03-08,2009-02-17,4.1836,7.1342,5.0027,5.0027,8,3,68400000,1,0,0,0,0,1,1,0,0,0,1,1,6.5,1,1,other,2002,21
569,CA,37.512318,-122.20091399999998,c:3187,0,2004-01-01,0,2006-12-05,2008-08-18,2.9288,4.6329,0.0,0.0,13,2,15200000,0,1,0,0,0,0,0,0,1,1,0,0,2.0,1,1,CA,2004,19
216,NY,40.728425,-73.999882,c:164922,New York NY 10012,2011-01-01,2013-02-01 00:00:00,2011-08-15,2012-08-02,0.6192,1.5863,0.0,0.0,2,2,890000,0,0,1,0,0,0,0,1,0,0,0,0,3.0,1,0,NY,2011,12
1090,CA,37.779281,-122.419236,c:81886,San Francisco CA 94108,2001-01-01,2012-04-01 00:00:00,2011-07-12,2011-07-12,10.5315,10.5315,0.0,0.0,0,1,2600000,0,1,0,0,0,0,1,0,0,0,0,0,1.0,1,0,CA,2001,22
901,IL,41.800255,-88.149362,c:54585,0,2009-01-01,0,2012-11-13,2012-11-13,3.8685,3.8685,3.8301,4.0877,7,1,1226270,2,0,0,0,0,1,0,1,0,0,0,0,1.0,1,1,other,2009,14
46,CA,34.147047,-118.148896,c:11507,0,2002-01-01,0,2008-09-25,2010-04-14,6.737,8.2877,6.7534,6.7534,5,2,9000000,1,1,0,0,0,0,0,0,1,1,0,0,1.0,0,1,CA,2002,21
419,CA,37.317847,-121.948469,c:24860,0,2004-01-01,0,2008-08-25,2012-02-15,4.6521,8.1288,6.0055,6.0055,4,4,7210210,1,1,0,0,0,0,1,0,1,1,0,0,1.0,0,1,CA,2004,19
135,CA,37.779281,-122.419236,c:148750,San Francisco CA 94103,2011-01-01,0,2011-09-28,2012-02-22,0.7397,1.1425,0.5808,0.5808,15,2,15700000,1,1,0,0,0,0,0,0,1,0,0,0,3.0,1,1,CA,2011,12
798,MA,42.37564,-71.2358,c:45611,Waltham MA 2451,2000-01-01,0,2005-09-06,2006-04-24,5.6849,6.3151,5.0055,5.0055,4,2,15050000,1,0,0,1,0,0,1,0,0,0,1,0,2.5,1,1,MA,2000,23
712,CA,37.8093381,-122.4166061,c:4106,0,2006-08-01,0,2007-05-01,2009-05-01,0.7479,2.7507,1.5836,4.5315,5,2,3500000,2,1,0,0,0,0,0,0,1,1,0,0,3.0,1,1,CA,2006,17
286,CA,37.43841079999999,-121.9240273,c:17775,0,2000-01-01,2009-08-01 00:00:00,2006-06-22,2007-05-07,6.4767,7.3507,5.0055,5.0055,2,2,43000000,1,1,0,0,0,0,0,0,0,0,1,1,1.0,1,0,CA,2000,23
115,CA,37.775196,-122.419204,c:144,0,2005-01-01,0,2006-03-01,2008-01-15,1.1616,3.0384,3.2658,5.5397,7,2,57000000,2,1,0,0,0,0,0,0,1,1,0,0,3.5,1,1,CA,2005,18
81,CA,37.78811500000001,-122.397141,c:13046,0,2007-09-01,0,2008-07-23,2008-07-23,0.8932,0.8932,0.8329,4.2137,8,1,1300000,4,1,0,0,0,0,0,1,0,0,0,0,4.0,1,1,CA,2007,16
699,CA,32.902266,-117.20834,c:40,0,2004-01-01,0,2005-07-01,2008-06-03,1.4986,4.4247,4.0877,9.737,15,4,69750000,4,1,0,0,0,0,0,0,1,1,1,1,5.0,1,1,CA,2004,19
456,MA,42.341899,-71.065924,c:26460,0,2001-01-01,0,2004-01-01,2006-01-01,3.0,5.0027,9.6247,10.3945,16,2,14500000,2,0,0,1,0,0,0,1,0,1,0,0,2.0,1,1,MA,2001,22
176,CA,37.40006,-122.049689,c:15887,0,2002-01-01,2009-03-23 00:00:00,2006-01-31,2007-08-01,4.0849,5.5836,0.0,0.0,2,2,48000000,0,1,0,0,0,0,0,0,0,0,1,1,6.0,1,0,CA,2002,21
638,PA,40.418851,-79.904163,c:36742,Pittsburgh PA 15218,2006-06-01,2013-03-13 00:00:00,2009-12-01,2011-11-09,3.5041,5.4438,0.0,0.0,3,2,3508462,0,0,0,0,0,1,1,0,1,0,0,0,3.0,1,0,other,2006,17
691,CA,37.778613,-122.395289,c:3962,0,2002-01-01,0,2005-06-06,2007-07-23,3.4301,5.5589,7.8384,7.8384,10,3,19500000,1,1,0,0,0,0,0,0,1,1,0,0,3.3333,1,1,CA,2002,21
196,CA,34.019657,-118.487549,c:162116,Santa Monica CA 90405,2012-01-01,0,2012-06-20,2012-06-20,0.4685,0.4685,1.1041,1.6795,5,1,3750000,3,1,0,0,0,0,0,0,0,0,0,0,9.0,1,1,CA,2012,11
906,IL,41.817807,-88.173402,c:55044,Warrenville IL 60555,2010-08-01,2011-08-01 00:00:00,2010-08-01,2010-08-01,0.0,0.0,0.0,0.0,1,1,45000000,0,0,0,0,0,1,0,0,0,0,0,0,2.0,0,0,other,2010,13
1033,NC,35.79181,-78.74123,c:7207,0,2005-04-01,2013-05-01 00:00:00,2006-01-24,2010-10-22,0.8164,5.5616,4.5562,7.9863,8,4,32500000,3,0,0,0,0,1,0,0,1,1,1,1,2.75,1,0,other,2005,18
1115,PA,40.063476,-75.457492,c:863,0,2000-03-01,0,2002-01-01,2008-07-01,1.8384,8.3397,5.674,13.5562,4,2,4900000,5,0,0,0,0,1,0,1,0,1,0,0,1.5,1,1,other,2000,23
183,CA,37.382376,-122.037607,c:16066,0,2005-01-01,2011-02-03 00:00:00,2007-04-20,2008-03-18,2.2986,3.2110000000000003,3.5945,4.5753,4,2,12000000,3,1,0,0,0,0,0,0,0,1,1,0,2.0,1,0,CA,2005,18
363,CA,37.76690900000001,-122.406676,c:220,0,2006-01-20,0,2006-02-01,2008-04-04,0.0329,2.2055,4.5151,6.9123,12,3,7175000,6,1,0,0,0,0,0,1,1,1,0,0,2.6667,1,1,CA,2006,17
894,CA,37.793148,-122.402567,c:54,0,2005-12-01,2010-06-30 00:00:00,2007-02-01,2007-06-01,1.1699,1.4986,0.0849,5.3863,3,2,4700000,4,1,0,0,0,0,0,1,1,0,0,0,1.5,1,0,CA,2005,18
1147,CA,26.0524615,-80.1378809,c:9730,0,2008-01-01,2010-05-01 00:00:00,2008-01-01,2008-01-01,0.0,0.0,0.0,0.0,3,1,120000,0,1,0,0,0,0,0,1,0,0,0,0,2.0,0,0,CA,2008,15
549,CA,37.393679,-122.079017,c:3122,0,2002-05-02,0,2007-06-08,2010-12-20,5.1041,8.6411,5.6712,6.8986,10,3,10000000,2,1,0,0,0,0,1,0,0,1,0,0,1.6667,0,1,CA,2002,21
636,TX,30.435079,-97.770139,c:36579,Austin TX 78729,2000-07-01,2013-06-01 00:00:00,2005-06-14,2010-10-22,4.9562,10.3151,0.0,0.0,0,4,39000000,0,0,0,0,1,0,1,0,1,0,0,0,3.0,0,0,TX,2000,23
750,MA,42.345927,-71.55228699999998,c:43327,Marlborough MA 01752-4603,2003-01-01,0,2005-03-29,2007-01-11,2.2411,4.0301,0.0,0.0,3,2,16100000,0,0,0,1,0,0,0,0,0,1,1,0,2.5,1,1,MA,2003,20
291,CA,37.795191,-122.430411,c:1789,0,2006-01-01,0,2007-04-01,2008-02-01,1.2466,2.0849,2.4986,5.3233,4,2,3300000,3,1,0,0,0,0,0,1,1,0,0,0,2.0,1,1,CA,2006,17
671,CA,37.779281,-122.419236,c:38339,San Francisco CA 94110,2009-02-01,0,2010-08-25,2010-08-25,1.5616,1.5616,1.2438,1.7726,6,1,750000,3,1,0,0,0,0,0,1,0,0,0,0,9.0,1,1,CA,2009,14
90,GA,33.776834,-84.3895875,c:13410,0,2006-06-01,2012-07-06 00:00:00,2008-11-11,2008-11-11,2.4493,2.4493,0.0,0.0,0,2,1000000,0,0,0,0,0,1,1,1,0,0,0,0,2.0,0,0,other,2006,17
766,NY,40.730646,-73.986614,c:43915,New York NY 10154,1996-01-01,2009-08-13 00:00:00,2007-04-30,2007-04-30,11.3342,11.3342,0.0,0.0,3,1,7410000,0,0,1,0,0,0,1,0,0,0,0,0,3.0,1,0,NY,1996,27
653,CA,37.404788,-121.940842,c:37712,San Jose CA 95134,2000-01-01,0,2006-11-21,2010-05-27,6.8932,10.4082,0.0,0.0,5,3,52800000,0,1,0,0,0,0,1,0,0,0,1,0,5.3333,1,1,CA,2000,23
587,CA,33.97279,-118.427578,c:3288,Playa Vista CA 90094,2001-01-01,2011-10-01 00:00:00,2005-09-01,2010-02-11,4.6685,9.1178,9.7534,12.8027,33,3,37000000,4,1,0,0,0,0,0,0,1,1,1,0,1.3333,1,0,CA,2001,22
7,CA,37.7983181,-122.4000032,c:10179,0,2007-12-01,0,2009-01-19,2011-08-26,1.137,3.737,2.463,3.2164,14,3,14229998,3,1,0,0,0,0,0,0,1,1,0,0,3.0,1,1,CA,2007,16
596,CA,37.320309,-122.05004,c:33869,Cupertino CA 95014,2009-01-01,0,2009-09-21,2011-06-09,0.7205,2.4356,0.7671,2.7918,7,2,3000000,2,1,0,0,0,0,0,0,1,1,0,0,2.5,1,1,CA,2009,14
356,NY,40.730646,-73.986614,c:21528,New York NY 10013,2005-01-01,0,2009-01-14,2009-01-14,4.0384,4.0384,6.0027,6.0027,10,1,20000000,1,0,1,0,0,0,0,0,1,0,0,0,1.0,0,1,NY,2005,18
542,RI,51.43247,-2.664213,c:30820,Providence RI 2906,2008-11-01,0,2009-08-01,2010-12-06,0.7479,2.0959,1.6548,2.0959,6,2,2000000,3,0,0,0,0,1,0,1,0,0,0,0,1.5,1,1,other,2008,15
443,DC,38.897976,-77.028561,c:25782,0,2003-01-01,0,2006-10-26,2009-02-02,3.8192,6.0932,9.0055,9.7726,3,2,19900000,2,0,0,0,0,1,1,0,0,1,0,0,2.0,1,1,other,2003,20
487,CA,37.781689,-122.391061,c:278,0,2006-09-01,2009-04-01 00:00:00,2007-12-01,2007-12-01,1.2493,1.2493,2.589,2.589,6,1,1500000,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0,CA,2006,17
1050,CA,37.779281,-122.419236,c:75500,San Francisco CA 94105,2009-07-01,2011-11-09 00:00:00,2009-07-01,2009-07-01,0.0,0.0,1.2521,1.2521,4,1,325000,1,1,0,0,0,0,0,1,0,0,0,0,4.0,0,0,CA,2009,14
